Id;Name;CreationDate;UpdateDate;CreatedByUserId;UpdatedByUserId;Deleted;Caso;New Univeristy Name
5e51372b-f09d-4299-9c60-34208d14fa61;Carnegie Mellon University;2021-09-16 16:08:01;;;;VERDADEIRO;;
21933cd5-a9d9-470c-be8f-39c9b47d95ad;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas;2021-09-05 20:25:36;;;;FALSO;;
cbf7bbbc-673b-4c31-9493-39cbbe35d0e2;instituto superior de engenharia de Coimbra;2021-09-05 20:25:36;;;;FALSO;;
277327f5-52c0-4e1a-aa92-3a01ea1f6594;FEUP;2021-10-27 11:25:17;;;;VERDADEIRO;;
e4171137-b0f1-42bb-88f3-3ee8cc4c86d2;UTAD;2021-09-14 12:52:21;;;;VERDADEIRO;;
8075e686-4a32-41a9-8c3e-3f0b52a440e9;ESCS;2021-10-23 13:08:01;;;;VERDADEIRO;;
797835df-1df6-43f4-b2f9-40a7b7cb8079;ISEG -Instituto Superior de Economia e Gestão da Universidade de Lisboa;2021-09-28 08:36:12;;;;VERDADEIRO;;
63bba00b-3c62-47f1-9630-40befc1a5711;ISPGAYA;2021-09-29 00:04:45;;;;VERDADEIRO;;
cdd952b2-ce6f-47e1-8bed-414d250f10d8;Instituto Superior de Tecnologias Avançadas de Lisboa (Porto);2021-09-05 20:25:36;;;;FALSO;;
5dd9601a-a94a-440d-bc3a-414fc0263e6a;ISLA - Instituto Superior de Gestão e Administração de Santarém;2021-09-05 20:25:36;;;;FALSO;;
70b950d5-238b-4068-8b31-4255d7a3e99a;Wroclaw University of Economics;2021-10-25 16:22:20;;;;VERDADEIRO;;
6546ed07-faa8-47e4-89df-4298426fd4e2;Instituto Politécnico Jean Piaget do Sul - Escola Superior de Educação Jean Piaget de Almada;2021-09-05 20:25:36;;;;FALSO;;
772c9bf9-f481-4ccb-9b41-4534ab8ffa0f;Universidade Presbiteriana Mackenzie;2021-09-08 14:41:55;;;;VERDADEIRO;;
c1023730-6719-413c-9a83-46f7cad9c902;UNIVERSIDADE NOVA LISBOA - IMS;2021-09-16 16:36:37;;;;VERDADEIRO;;
8d0a2f68-1657-45cf-80a9-4aeca568a587;Instituto Superior de Ciências Policiais e Segurança Interna;2021-09-05 20:25:36;;;;FALSO;;
5a567050-7ce2-49c2-8e93-4af86a907989;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;2021-09-05 20:25:36;;;;FALSO;;
d2c7461a-464d-4bf0-9ea5-4b2e500c1e3f;Universidade Católica Portuguesa - Faculdade de Ciências Humanas;2021-09-05 20:25:36;;;;FALSO;;
92d10373-1140-4215-930c-4bb86b3c132d;Universidade Católica Portuguesa - Centro Regional das Beiras;2021-09-05 20:25:36;;;;FALSO;;
6fe249d5-bb6c-4e3a-8812-4c9f22fd6947;Universidade de Aveiro;2021-09-05 20:25:36;;;;FALSO;;
d1010705-b308-4510-8cec-4ce4270fc6d1;Centro Universitario de Joao Pessoa;2021-09-19 15:05:05;;;;VERDADEIRO;;
fa7e1d33-7652-4b7b-82ff-4f6836e90d6e;fep;2021-09-05 20:25:36;;;;VERDADEIRO;;
ff990177-15fe-4fbc-b393-4f7246d6dec5;IEBS;2021-09-16 14:45:40;;;;VERDADEIRO;;
00ee7760-fd70-4da9-bafd-4fb607eb2197;Instituto Superior D. Dinis;2021-09-05 20:25:36;;;;FALSO;;
63e436e7-2045-48a9-9870-504605243a00;Faculdades Integradas Barros Melho;2021-09-07 11:26:48;;;;VERDADEIRO;;
cb15c373-713c-4969-b015-50a7671de7ae;Instituto Universitário da Maia;2021-09-05 20:25:36;;;;FALSO;;
7e2750e4-177b-414c-a5c9-5227cea6d31b;Instituto Politécnico de Leiria - Escola Superior de Saúde;2021-09-05 20:25:36;;;;FALSO;;
3bf00368-a64e-49cb-b4a9-52b8df2e66be;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;2021-09-05 20:25:36;;;;FALSO;;
403c76a3-4dfe-4a0a-9d81-531f85f05893;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão;2021-09-05 20:25:36;;;;FALSO;;
519427f4-094b-4145-80fb-54048293d863;Instituto Politécnico de Beja - Escola Superior de Educação;2021-09-05 20:25:36;;;;FALSO;;
19197b67-f4f3-4eb3-a951-542184b23426;Universidade Europeia;2021-09-05 20:25:36;;;;FALSO;;
5d1613de-6092-4bad-a66d-546ac15873f2;Universidade do Minho - Escola Superior de Enfermagem;2021-09-05 20:25:36;;;;FALSO;;
2c7745a6-cbb6-437a-b46e-547821d4c367;ISEC Lisboa - Instituto Superior de Educação e Ciências;2021-09-05 20:25:36;;;;FALSO;;
520bbff4-4ed0-45eb-b67d-5547edcde7c2;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;2021-09-05 20:25:36;;;;FALSO;;
ce11d6c7-386e-469f-b03f-55cd23960092;ISCAP;2021-09-05 20:25:36;;;;FALSO;;
57affa5b-5745-4d8a-8ee9-56c8e8f5e5fe;Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território;2021-09-05 20:25:36;;;;FALSO;;
fdcd1f0c-f06d-493b-b7fc-574dc29191a0;Escola Superior Artística do Porto;2021-09-05 20:25:36;;;;FALSO;;
ff325318-1cb6-4b9a-b815-57c92b28b14a;Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu;2021-09-05 20:25:36;;;;FALSO;;
9e21099f-9bb0-4b3a-a490-581ff329c72b;Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;2021-09-05 20:25:36;;;;FALSO;;
4946a166-03f6-4f9d-bab7-582de2773a6a;Universidade de Lisboa - Instituto Superior Técnico (Tagus Park);2021-09-05 20:25:36;;;;FALSO;;
fbe9e3ab-3ba8-4c56-8b15-59559b05add2;Escola Superior de Saúde Jean Piaget de Viseu;2021-09-05 20:25:36;;;;FALSO;;
8f9218ea-ae81-4e0c-9a8f-598e66728825;Universidade Católica Portuguesa - Escola Superior de Biotecnologia;2021-09-05 20:25:36;;;;FALSO;;
c1393375-7718-44dc-8cf1-59c69fd69424;Instituto Superior de Ciências Empresariais e do Turismo;2021-09-05 20:25:36;;;;FALSO;;
906121ac-7e4d-4af2-ad07-59f7e33051e2;Universidade Católica Portuguesa - Faculdade de Direito;2021-09-05 20:25:36;;;;FALSO;;
af84b7fe-2d77-4192-ab4d-5a3432c9d037;Escola Superior de Hotelaria e Turismo do Estoril;2021-09-05 20:25:36;;;;FALSO;;
eb8ad009-a3e3-44db-94b6-5c37ee925980;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;2021-09-05 20:25:36;;;;FALSO;;
3a7b63c2-3e86-4219-a131-5e796df9bc31;ISMAI;2021-09-05 20:25:36;;;;FALSO;;
80c0bc10-0be5-4a97-b1d8-5eaa50376d98;Universidade de Coimbra - Faculdade de Economia;2021-09-05 20:25:36;;;;FALSO;;
7eb35243-ec00-446d-b021-5efdab501803;Liceu Jose Afonso;2021-10-28 18:59:45;;;;VERDADEIRO;;
d6db8ce5-e8ab-4b3c-8c84-5f0fde0a3707;Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais;2021-09-05 20:25:36;;;;FALSO;;
2f6ad8c8-16f8-4830-92f5-5f3b002b1d82;Universidade do Algarve - Faculdade de Economia;2021-09-05 20:25:36;;;;FALSO;;
d4d63874-69d2-443c-b9e1-5f4cbf0891a4;Instituto Politécnico de Portalegre - Escola Superior de Saúde;2021-09-05 20:25:36;;;;FALSO;;
6290df0b-e156-4afd-a6ad-5fa0b217694e;ISVOUGA;2021-09-29 22:35:08;;;;VERDADEIRO;;
c80ffe59-dbe5-4c2d-8ffd-6023b1779dc6;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;2021-09-05 20:25:36;;;;FALSO;;
c869ca1c-1cb0-48c1-af3e-603b0d9d09d4;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;2021-09-05 20:25:36;;;;FALSO;;
22ae4f30-a5a4-433b-9b78-60a9c2ac886a;Universidade do Porto - Faculdade de Economia;2021-09-05 20:25:36;;;;FALSO;;
57fc49d1-74c6-4c19-869d-61b87a9c537c;Instituto Politécnico da Lusofonia - Escola Superior de Ciências da Administração;2021-09-05 20:25:36;;;;FALSO;;
fcb58bc2-0dfe-4ee3-a7ef-63072e53d150;Universidade Lusíada - Norte - Vila Nova de Famalicão;2021-09-05 20:25:36;;;;FALSO;;
517eeecc-474e-475f-8e0e-638b50e594d7;Universidade de Lisboa - Faculdade de Belas-Artes;2021-09-05 20:25:36;;;;FALSO;;
62808c2b-56f2-445a-b6bb-63c08dda3bdc;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;2021-09-05 20:25:36;;;;FALSO;;
adbe418a-3529-46a6-be29-63d94c684117;Universidade Nova de Lisboa - Faculdade de Economia;2021-09-05 20:25:36;;;;FALSO;;
07a76ef3-be4d-4fc9-8474-646d0e2a22ac;Universidade da Madeira - Faculdade de Artes e Humanidades;2021-09-05 20:25:36;;;;FALSO;;
3392af38-6b88-4d36-ab8c-64cf636dcf24;Universidade de Évora - Escola de Ciências e Tecnologia;2021-09-05 20:25:36;;;;FALSO;;
1b6f6d52-8dda-480e-bedc-65a3d0a936d6;Faculdade de Ciências da Saúde de São Paulo;2021-09-17 14:40:57;;;;VERDADEIRO;;
fcd20308-814e-40f2-9d1b-65ed95d0075c;Universidade do Porto - Faculdade de Ciências da Nutrição e da Alimentação;2021-09-05 20:25:36;;;;FALSO;;
5f5c6413-ba07-4304-9af0-660986b4048c;UNISINOS;2021-09-07 08:56:39;;;;VERDADEIRO;;
fa8e67aa-1804-4e64-87cd-66391b9017a1;Escola Superior de Enfermagem Cruz Vermelha Portuguesa - Alto Tâmega;2021-09-05 20:25:36;;;;FALSO;;
31111e04-04a7-4d4e-a8bf-665dd4e5fb55;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;2021-09-05 20:25:36;;;;FALSO;;
0994c7d8-333a-407b-be9d-673bbc8fb535;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais;2021-09-05 20:25:36;;;;FALSO;;
d085c976-41f6-49af-8cd4-67743fe51e7c;UNiversidade Nova de Lisboa-IMs;2021-09-29 12:10:38;;;;VERDADEIRO;;
b857a8a6-2394-4e37-8c8f-682ecd4495fd;Universidade Fernando Pessoa;2021-09-05 20:25:36;;;;FALSO;;
a17e7cc1-92ba-49cd-8db2-68a814a7d473;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design;2021-09-05 20:25:36;;;;FALSO;;
3150f2ca-970c-49e0-bed9-6a97c10a0a16;Universidade de Lisboa - Faculdade de Motricidade Humana;2021-09-05 20:25:36;;;;FALSO;;
b7cb32ac-07ba-4bac-a114-6bd8bb3c1bdb;Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar;2021-09-05 20:25:36;;;;FALSO;;
55fae92d-c20f-4b0b-b240-6bf2f82b3f26;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;2021-09-05 20:25:36;;;;FALSO;;
b0fe25eb-4ab4-4768-b063-6bfd3cc86327;Universidade da Madeira - Faculdade de Ciências Sociais;2021-09-05 20:25:36;;;;FALSO;;
8fa9c51a-78ab-4b9a-a500-6c938c7de863;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas;2021-09-05 20:25:36;;;;FALSO;;
e047654f-e120-4693-ab36-6cb29b0f9877;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;2021-09-05 20:25:36;;;;FALSO;;
a677bd77-74d8-4fae-90ab-6d0ca80e95f1;UFPE;2021-09-05 20:25:36;;;;FALSO;;
d797936b-2f94-4a79-8646-6eaad188417e;UFRJ;2021-10-28 20:50:31;;;;VERDADEIRO;;
208d1514-5ce8-4be7-9fa2-6f6759f76e44;Universidade do Algarve - Escola Superior de Saúde;2021-09-05 20:25:36;;;;FALSO;;
05be3a3d-80c3-406b-9a88-6fa8e81cf0c7;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais;2021-09-05 20:25:36;;;;FALSO;;
999a3178-0db1-4f23-9d16-6fbdda91e4ff;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias;2021-09-05 20:25:36;;;;FALSO;;
fcb6b6b7-eb56-4bd7-a56c-70031b01f363;NOVA IMS;2021-09-16 20:11:43;;;;VERDADEIRO;;
1cd1b793-5b91-4b83-99a3-709c73f44a58;;2021-09-05 20:25:36;;;;FALSO;;
0d9430d0-f3ab-4288-a540-70e9a4e3c2d3;Universidade do Minho;2021-09-05 20:25:36;;;;FALSO;;
da2a2441-7a1e-41b0-bd75-715af8b40857;Instituto Superior Miguel Torga;2021-09-05 20:25:36;;;;FALSO;;
fd9c5ae2-3197-41a9-bab9-7223a717c1cc;Escola Superior de Enfermagem de Lisboa;2021-09-05 20:25:36;;;;FALSO;;
a918c224-e571-4231-966a-7227e975e5df;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;2021-09-05 20:25:36;;;;FALSO;;
fafc6c57-3bcc-41ba-a4bf-722e05f2ade6;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;2021-09-05 20:25:36;;;;FALSO;;
755b101f-66ca-4e24-9cab-725fd34ea415;Escola Superior de Negócios Atlântico;2021-09-05 20:25:36;;;;FALSO;;
5335d4e3-86ef-4119-955f-7315dc30e214;Universidade de Évora - Escola de Ciências Sociais;2021-09-05 20:25:36;;;;FALSO;;
e92894db-e57e-4e36-a656-73a557e5d4ce;Universidade dos Açores - Faculdade de Ciências e Tecnologia;2021-09-05 20:25:36;;;;FALSO;;
a2d78739-7494-4d22-b238-73bd86f52230;Universidade de Lisboa - Faculdade de Medicina;2021-09-05 20:25:36;;;;FALSO;;
de799d95-17aa-43e9-971b-7431457f5fec;PUCRS - Pontifícia Universidade Católica do Rio Grande do Sul;2021-09-16 11:28:27;;;;VERDADEIRO;;
b12c4c56-8a93-4944-9584-7455e9851851;Escola Superior Gallaecia;2021-09-05 20:25:36;;;;FALSO;;
4293ac5c-b329-42f2-8c6a-74b110a38836;Instituto Politécnico de Leiria - Escola Superior de Artes e Design;2021-09-05 20:25:36;;;;FALSO;;
310fc2ae-45ef-41c4-8482-74bac34d6538;Universidade do Porto - Faculdade de Medicina Dentária;2021-09-05 20:25:36;;;;FALSO;;
6132e2dc-3d29-44d6-895c-752c8a10096c;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;2021-09-05 20:25:36;;;;FALSO;;
85c5fdb5-6677-43eb-954f-756ef26a9bab;Universidade de Coimbra - Faculdade de Ciências e Tecnologia;2021-09-05 20:25:36;;;;FALSO;;
5bdfd8f4-6c35-4968-a5a4-76244c75df44;Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo;2021-09-05 20:25:36;;;;FALSO;;
3df96861-8b28-44c2-a4ed-76d44b1759d0;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;2021-09-05 20:25:36;;;;FALSO;;
38f55050-1082-40fb-ad94-7824cb9bdc23;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;2021-09-05 20:25:36;;;;FALSO;;
7bcf690c-707a-43a6-acce-786ce72d848d;Instituto Superior de Ciências da Informação e da Administração;2021-09-05 20:25:36;;;;FALSO;;
6c041391-4aea-464e-9b60-78c8df4e20a0;National Research University Higher School of Economics;2021-09-18 17:45:37;;;;VERDADEIRO;;
78ee4b59-11b0-43ed-ba64-79bae27f04c2;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;2021-09-05 20:25:36;;;;FALSO;;
51bf70d7-b50d-42fe-90e1-7b9c23e7e9cc;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;2021-09-05 20:25:36;;;;FALSO;;
f164f2ff-51e0-458b-b0eb-7b9e401d76a3;Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente;2021-09-05 20:25:36;;;;FALSO;;
547e662f-d10f-4b67-bc27-7bcef0a1af5a;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;2021-09-05 20:25:36;;;;FALSO;;
45ce22fb-4c07-4d52-9ded-7c0226d7f685;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;2021-09-05 20:25:36;;;;FALSO;;
96b74692-6258-491f-8676-7c5c638276c1;Universidade Lusiada Lisboa;2021-10-29 12:36:48;;;;VERDADEIRO;;
891cc7a0-a922-4a5e-b76b-7c8f770a127e;Universidade de Caxias do Sul - UCS;2021-09-05 20:25:36;;;;FALSO;;
3374a730-3c47-430e-92d3-7d1471e7f51d;Faculdade de Economia da Universidade de Coimbra;2021-10-04 15:13:33;;;;VERDADEIRO;;
d058d081-10a8-488b-b2a4-7d76ed2eef4d;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;2021-09-05 20:25:36;;;;FALSO;;
121c89dd-b647-489b-841d-7dac66795962;Edinburgh Napier University;2021-09-15 20:08:20;;;;VERDADEIRO;;
bc60bcb6-2848-4066-8c37-7e4a529e8222;Instituto Politécnico de Lisboa - Escola Superior de Música;2021-09-05 20:25:36;;;;FALSO;;
f9af7fc3-ec40-4d6a-943b-810637d39850;Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém;2021-09-05 20:25:36;;;;FALSO;;
fe707603-77d0-455d-8662-824feb79c80a;Coventry University UK;2021-09-05 20:25:36;;;;FALSO;;
118fe0f4-ae5b-4848-a578-82eace7c8741;Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada;2021-09-05 20:25:36;;;;FALSO;;
6d7ee128-0c28-4346-a592-838ce3942d9d;IFPI;2021-10-27 14:32:25;;;;VERDADEIRO;;
0b35ddf3-309e-4187-9648-841615eb25cd;Escola Superior de Turismo e Hotelaria do Estoril;2021-09-05 20:25:36;;;;FALSO;;
64bece7f-f50c-4674-b294-84f379199eed;Instituto Politécnico de Lisboa - Escola Superior de Dança;2021-09-05 20:25:36;;;;FALSO;;
68318dbb-0487-467c-84a8-85c82fea03f5;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;2021-09-05 20:25:36;;;;FALSO;;
5d57bfe4-e54c-4762-8591-86b606c74d8e;Universidad Complutense de Madrid;2021-09-29 07:17:49;;;;VERDADEIRO;;
4741d4a0-339d-4cf1-bcbe-87c9bd2dedd7;Universidade do Porto - Faculdade de Medicina;2021-09-05 20:25:36;;;;FALSO;;
199ac1bf-48c0-4495-bb13-87dd04c85972;Universidade de Lisboa - Faculdade de Ciências;2021-09-05 20:25:36;;;;FALSO;;
13fae593-5513-4997-afd9-88038738c24c;Universidade do Algarve - Instituto Superior de Engenharia;2021-09-05 20:25:36;;;;FALSO;;
37dd3d9f-9cbc-4eaa-96e9-887b5bbbcfe6;EAE Business School;2021-10-20 08:52:57;;;;VERDADEIRO;;
3a85742e-3de2-49f7-b705-889038759d02;Unigran Europa;2021-09-05 20:25:36;;;;FALSO;;
3bce3dc0-17a2-4250-b16e-897b97c59780;Universidade de Lisboa - Faculdade de Medicina Veterinária;2021-09-05 20:25:36;;;;FALSO;;
bdf1b7c6-63df-4038-a613-8a964beb088e;Escola Superior de Educação de Viseu;2021-09-05 20:25:36;;;;FALSO;;
1f155524-53d2-4226-9b35-8aea4c95514f;Universidade Lusófona de Humanidades e Tecnologias;2021-09-05 20:25:36;;;;FALSO;;
6e73ea74-cdd1-4d60-9bb2-8aed3994cc07;Instituto Politécnico Jean Piaget do Sul - Escola Superior de Tecnologia e Gestão Jean Piaget;2021-09-05 20:25:36;;;;FALSO;;
453f6801-43bc-4fee-a515-8b85b41c4550;Universidade da Madeira - Escola Superior de Tecnologias e Gestão;2021-09-05 20:25:36;;;;FALSO;;
919409bd-d140-44a3-bb8d-8b9164b4d8dd;IPAM;2021-09-05 20:25:36;;;;FALSO;;
03894b24-a628-4bd7-afec-8bb2703b8762;Universidade Autónoma de Lisboa Luís de Camões;2021-09-05 20:25:36;;;;FALSO;;
42f1db40-b893-4a86-a6cf-8c9fe39e779b;Universidade Católica Portuguesa - Católica Porto Business School;2021-09-05 20:25:36;;;;FALSO;;
bb74742b-456a-4252-844a-8ca14adb9903;Universidade do Porto - Faculdade de Farmácia;2021-09-05 20:25:36;;;;FALSO;;
2726e1fb-fe63-4677-9638-8ca9463007f3;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;2021-09-05 20:25:36;;;;FALSO;;
804dbe87-030c-4f5c-91af-8cdc939e9f4c;Universidade de Lisboa - Faculdade de Arquitetura;2021-09-05 20:25:36;;;;FALSO;;
e1feaa03-2e9c-4998-9e9d-8d01f85d532a;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém;2021-09-05 20:25:36;;;;FALSO;;
4de30720-9f60-4a6b-882a-8d1c49258d19;Instituto Universitário Militar - Academia da Força Aérea;2021-09-05 20:25:36;;;;FALSO;;
86bd889e-3d5e-44f6-8dca-8d390d8f9ddc;Universidade de Coimbra - Faculdade de Farmácia;2021-09-05 20:25:36;;;;FALSO;;
c101be33-91ea-4a60-9bad-8d9b9b2a34e0;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;2021-09-05 20:25:36;;;;FALSO;;
364714d8-e1f0-4b14-81d6-8dbd924f454a;Academia Nacional Superior de Orquestra;2021-09-05 20:25:36;;;;FALSO;;
c1263480-163c-45b8-89c6-8e40c785bb44;Universidade Lusófona do Porto;2021-09-05 20:25:36;;;;FALSO;;
28bceaf2-40ae-4906-899a-8e4c7b5f1312;Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo;2021-09-05 20:25:36;;;;FALSO;;
359b0e60-d5c4-4b6a-860a-8ecd360d7c78;Universidade dos Açores - Faculdade de Economia e Gestão;2021-09-05 20:25:36;;;;FALSO;;
538e0a10-2411-4733-9ff8-8f8fe8315ece;IESB;2021-10-28 23:07:57;;;;VERDADEIRO;;
ac7da012-1b6d-44aa-83e3-90b204f9195e;Universidade de Lisboa - Faculdade de Direito;2021-09-05 20:25:36;;;;FALSO;;
